"","Prolific_ID","trial_type_label","test_part","skew","rt_trial","P_A1","O_A1","P_A2","O_A2","P_B1","O_B1","P_B2","O_B2","EVD","SDD","category","true_response"
"2681","5638e8a444e8c8000ee86a35","test","sc","rl",9568,0.87,75,0.13,149,0.84,89,0.16,61,0.100000000000009,14.6214845900833,"simple vs. complex","f"
"2682","5638e8a444e8c8000ee86a35","test","cs","lr",9466,0.83,91,0.17,46,0.07,108,0.93,60,19.99,4.6564191846075,"simple vs. complex","j"
"2683","5638e8a444e8c8000ee86a35","test","cs","lr",9585,0.12,2,0.88,77,0.17,69,0.83,43,20.58,14.6056624289915,"simple vs. complex","j"
"2684","5638e8a444e8c8000ee86a35","test","cs","rl",8994,0.81,108,0.19,193,0.17,63,0.83,125,9.69,10.0563433540549,"simple vs. complex","j"
"2685","5638e8a444e8c8000ee86a35","test","sc","rl",8970,0.83,59,0.17,138,0.86,101,0.14,42,-20.31,9.20275629814984,"simple vs. complex","j"
"2686","5638e8a444e8c8000ee86a35","test","cs","lr",9945,0.86,95,0.14,9,0.16,159,0.84,92,-19.76,5.27827898042035,"simple vs. complex","j"
"2687","5638e8a444e8c8000ee86a35","test","cs","ns",10843,0.44,18,0.56,151,0.65,141,0.35,33,-10.72,14.5067469201563,"simple vs. complex","j"
"2688","5638e8a444e8c8000ee86a35","test","cs","ns",6845,0.58,24,0.42,82,0.57,57,0.43,84,-20.25,15.2593481178216,"simple vs. complex","j"
"2689","5638e8a444e8c8000ee86a35","test","sc","ns",8252,0.41,19,0.59,124,0.37,13,0.63,89,20.07,14.9493696130005,"simple vs. complex","f"
"2690","5638e8a444e8c8000ee86a35","test","sc","ns",8688,0.62,180,0.38,23,0.56,159,0.44,26,19.86,10.1862079082615,"simple vs. complex","f"
"2691","5638e8a444e8c8000ee86a35","test","cs","rl",9250,0.83,115,0.17,197,0.07,17,0.93,116,19.87,5.54233492452575,"simple vs. complex","f"
"2692","5638e8a444e8c8000ee86a35","test","cs","ns",10189,0.62,180,0.38,23,0.56,159,0.44,26,19.86,10.1862079082615,"simple vs. complex","j"
"2693","5638e8a444e8c8000ee86a35","test","sc","ns",6267,0.62,47,0.38,155,0.44,121,0.56,26,20.24,5.26497609512484,"simple vs. complex","f"
"2694","5638e8a444e8c8000ee86a35","test","sc","ns",10095,0.44,89,0.56,41,0.54,60,0.46,43,9.94,15.353817060126,"simple vs. complex","f"
"2695","5638e8a444e8c8000ee86a35","test","sc","ns",9459,0.45,182,0.55,39,0.4,188,0.6,63,-9.64999999999999,9.90435818354387,"simple vs. complex","f"
"2696","5638e8a444e8c8000ee86a35","test","cs","ns",9528,0.33,19,0.67,56,0.62,54,0.38,28,-0.329999999999991,4.77782301586088,"simple vs. complex","j"
"2697","5638e8a444e8c8000ee86a35","test","cs","ns",5734,0.36,84,0.64,12,0.54,20,0.46,80,-9.68000000000001,4.65615409349493,"simple vs. complex","j"
"2698","5638e8a444e8c8000ee86a35","test","cs","ns",10297,0.53,189,0.47,20,0.39,22,0.61,165,0.340000000000003,14.599522025011,"simple vs. complex","j"
"2699","5638e8a444e8c8000ee86a35","test","cs","rl",9733,0.91,97,0.09,134,0.14,87,0.86,103,-0.430000000000007,5.03693263240091,"simple vs. complex","j"
"2700","5638e8a444e8c8000ee86a35","test","cs","lr",8082,0.82,98,0.18,11,0.12,143,0.88,85,-9.61999999999999,14.576539420644,"simple vs. complex","j"
"2701","5638e8a444e8c8000ee86a35","test","cs","ns",9496,0.62,78,0.38,14,0.34,38,0.66,92,-19.96,5.48445876492334,"simple vs. complex","j"
"2702","5638e8a444e8c8000ee86a35","test","sc","rl",9905,0.81,66,0.19,108,0.13,68,0.87,87,-10.55,10.0868727526797,"simple vs. complex","f"
"2703","5638e8a444e8c8000ee86a35","test","sc","rl",7104,0.83,130,0.17,187,0.96,153,0.04,70,-9.99000000000001,5.14645767485166,"simple vs. complex","j"
"2704","5638e8a444e8c8000ee86a35","test","cs","rl",7869,0.18,170,0.82,94,0.12,38,0.88,95,19.52,10.6754389601238,"simple vs. complex","j"
"2705","5638e8a444e8c8000ee86a35","test","sc","lr",7008,0.87,97,0.13,38,0.84,87,0.16,100,0.25,15.0760239077902,"simple vs. complex","f"
"2706","5638e8a444e8c8000ee86a35","test","sc","lr",8806,0.18,10,0.82,49,0.19,52,0.81,27,10.23,5.17578809262635,"simple vs. complex","f"
"2707","5638e8a444e8c8000ee86a35","test","sc","lr",6432,0.82,98,0.18,11,0.12,143,0.88,85,-9.61999999999999,14.576539420644,"simple vs. complex","f"
"2708","5638e8a444e8c8000ee86a35","test","sc","rl",11246,0.18,170,0.82,94,0.12,38,0.88,95,19.52,10.6754389601238,"simple vs. complex","f"
"2709","5638e8a444e8c8000ee86a35","test","cs","cn",9411,0.91,52,0.09,18,0.14,62,0.86,47,20,0,"simple vs. complex","f"
"2710","5638e8a444e8c8000ee86a35","test","sc","lr",6741,0.86,79,0.14,27,0.89,69,0.11,96,-0.25,9.59530219834588,"simple vs. complex","f"
"2711","5638e8a444e8c8000ee86a35","test","cs","rl",9186,0.83,59,0.17,138,0.86,101,0.14,42,-20.31,9.20275629814984,"simple vs. complex","j"
"2712","5638e8a444e8c8000ee86a35","test","cs","ns",6830,0.44,89,0.56,41,0.54,60,0.46,43,9.94,15.353817060126,"simple vs. complex","j"
"2713","5638e8a444e8c8000ee86a35","test","sc","ns",9028,0.3,43,0.7,75,0.63,63,0.37,43,9.80000000000001,5.00815606020004,"simple vs. complex","f"
"2714","5638e8a444e8c8000ee86a35","test","cs","lr",8808,0.81,49,0.19,9,0.17,44,0.83,29,9.85,10.0575442054485,"simple vs. complex","f"
"2715","5638e8a444e8c8000ee86a35","test","cs","lr",9438,0.83,60,0.17,9,0.96,58,0.04,130,-9.55,5.0482118519817,"simple vs. complex","j"
"2716","5638e8a444e8c8000ee86a35","test","cs","lr",9890,0.87,97,0.13,38,0.84,87,0.16,100,0.25,15.0760239077902,"simple vs. complex","f"
"2717","5638e8a444e8c8000ee86a35","test","cs","rl",9915,0.87,75,0.13,149,0.84,89,0.16,61,0.100000000000009,14.6214845900833,"simple vs. complex","j"
"2718","5638e8a444e8c8000ee86a35","test","cs","lr",8820,0.83,108,0.17,25,0.86,106,0.14,166,-20.51,10.3583004643713,"simple vs. complex","j"
"2719","5638e8a444e8c8000ee86a35","test","sc","rl",7389,0.86,72,0.14,199,0.16,19,0.84,128,-20.78,4.10729293514466,"simple vs. complex","j"
"2720","5638e8a444e8c8000ee86a35","test","sc","ns",13501,0.44,18,0.56,151,0.65,141,0.35,33,-10.72,14.5067469201563,"simple vs. complex","j"
"2721","5638e8a444e8c8000ee86a35","test","cs","rl",9094,0.81,66,0.19,108,0.13,68,0.87,87,-10.55,10.0868727526797,"simple vs. complex","j"
"2722","5638e8a444e8c8000ee86a35","test","cs","lr",10657,0.87,107,0.13,3,0.17,157,0.83,104,-19.53,15.067018810012,"simple vs. complex","j"
"2723","5638e8a444e8c8000ee86a35","test","sc","ns",9382,0.6,65,0.4,13,0.57,78,0.43,47,-20.47,10.1273450197817,"simple vs. complex","f"
"2724","5638e8a444e8c8000ee86a35","test","cs","ns",9079,0.45,182,0.55,39,0.4,188,0.6,63,-9.64999999999999,9.90435818354387,"simple vs. complex","j"
"2725","5638e8a444e8c8000ee86a35","test","cs","lr",11401,0.88,87,0.12,11,0.93,65,0.07,104,10.15,14.7463431087983,"simple vs. complex","j"
"2726","5638e8a444e8c8000ee86a35","test","cs","cn",10158,0.82,98,0.18,11,0.12,143,0.88,85,-20,0,"simple vs. complex","f"
"2727","5638e8a444e8c8000ee86a35","test","sc","lr",7503,0.12,2,0.88,77,0.17,69,0.83,43,20.58,14.6056624289915,"simple vs. complex","f"
"2728","5638e8a444e8c8000ee86a35","test","sc","rl",12013,0.18,167,0.82,99,0.19,59,0.81,111,10.12,5.72509983295567,"simple vs. complex","f"
"2729","5638e8a444e8c8000ee86a35","test","cs","ns",12358,0.37,119,0.63,16,0.45,87,0.55,8,10.56,10.4268399771305,"simple vs. complex","j"
"2730","5638e8a444e8c8000ee86a35","test","cs","lr",11772,0.18,10,0.82,49,0.19,52,0.81,27,10.23,5.17578809262635,"simple vs. complex","j"
"2731","5638e8a444e8c8000ee86a35","test","sc","rl",14452,0.91,97,0.09,134,0.14,87,0.86,103,-0.430000000000007,5.03693263240091,"simple vs. complex","f"
"2732","5638e8a444e8c8000ee86a35","test","sc","rl",11748,0.87,48,0.13,115,0.17,58,0.83,80,-19.55,14.2684085186354,"simple vs. complex","f"
"2733","5638e8a444e8c8000ee86a35","test","sc","rl",8028,0.82,89,0.18,195,0.12,46,0.88,127,-9.20000000000002,14.4019857190524,"simple vs. complex","j"
"2734","5638e8a444e8c8000ee86a35","test","sc","lr",11602,0.88,87,0.12,11,0.93,65,0.07,104,10.15,14.7463431087983,"simple vs. complex","f"
"2735","5638e8a444e8c8000ee86a35","test","cs","ns",9042,0.62,47,0.38,155,0.44,121,0.56,26,20.24,5.26497609512484,"simple vs. complex","f"
"2736","5638e8a444e8c8000ee86a35","test","sc","rl",9034,0.83,115,0.17,197,0.07,17,0.93,116,19.87,5.54233492452575,"simple vs. complex","j"
"2737","5638e8a444e8c8000ee86a35","test","cs","rl",8518,0.18,167,0.82,99,0.19,59,0.81,111,10.12,5.72509983295567,"simple vs. complex","j"
"2738","5638e8a444e8c8000ee86a35","test","sc","lr",9841,0.83,91,0.17,46,0.07,108,0.93,60,19.99,4.6564191846075,"simple vs. complex","f"
"2739","5638e8a444e8c8000ee86a35","test","sc","cn",7669,0.87,97,0.13,38,0.84,87,0.16,100,20,0,"simple vs. complex","f"
"2740","5638e8a444e8c8000ee86a35","test","sc","ns",6772,0.58,24,0.42,82,0.57,57,0.43,84,-20.25,15.2593481178216,"simple vs. complex","f"
"2741","5638e8a444e8c8000ee86a35","test","sc","lr",7484,0.18,23,0.82,74,0.12,70,0.88,42,19.46,10.4946371533522,"simple vs. complex","f"
"2742","5638e8a444e8c8000ee86a35","test","sc","ns",13206,0.36,84,0.64,12,0.54,20,0.46,80,-9.68000000000001,4.65615409349493,"simple vs. complex","j"
"2743","5638e8a444e8c8000ee86a35","test","sc","ns",7430,0.37,119,0.63,16,0.45,87,0.55,8,10.56,10.4268399771305,"simple vs. complex","f"
"2744","5638e8a444e8c8000ee86a35","test","sc","rl",12808,0.86,52,0.14,116,0.89,66,0.11,28,-0.859999999999999,10.3173592494656,"simple vs. complex","f"
"2745","5638e8a444e8c8000ee86a35","test","cs","ns",9819,0.6,65,0.4,13,0.57,78,0.43,47,-20.47,10.1273450197817,"simple vs. complex","j"
"2746","5638e8a444e8c8000ee86a35","test","cs","rl",8761,0.88,93,0.12,192,0.93,100,0.07,31,9.70999999999999,14.5660479477596,"simple vs. complex","j"
"2747","5638e8a444e8c8000ee86a35","test","sc","rl",13946,0.81,108,0.19,193,0.17,63,0.83,125,9.69,10.0563433540549,"simple vs. complex","f"
"2748","5638e8a444e8c8000ee86a35","test","cs","rl",9933,0.82,89,0.18,195,0.12,46,0.88,127,-9.20000000000002,14.4019857190524,"simple vs. complex","j"
"2749","5638e8a444e8c8000ee86a35","test","cs","rl",7537,0.12,163,0.88,58,0.17,7,0.83,59,20.44,14.5880557296384,"simple vs. complex","j"
"2750","5638e8a444e8c8000ee86a35","test","sc","rl",10955,0.12,163,0.88,58,0.17,7,0.83,59,20.44,14.5880557296384,"simple vs. complex","f"
"2751","5638e8a444e8c8000ee86a35","test","cs","lr",12437,0.18,23,0.82,74,0.12,70,0.88,42,19.46,10.4946371533522,"simple vs. complex","f"
"2752","5638e8a444e8c8000ee86a35","test","cs","lr",6913,0.81,134,0.19,48,0.13,189,0.87,118,-9.56999999999998,9.86033397946848,"simple vs. complex","f"
"2753","5638e8a444e8c8000ee86a35","test","sc","ns",8854,0.62,78,0.38,14,0.34,38,0.66,92,-19.96,5.48445876492334,"simple vs. complex","j"
"2754","5638e8a444e8c8000ee86a35","test","sc","lr",9977,0.83,60,0.17,9,0.96,58,0.04,130,-9.55,5.0482118519817,"simple vs. complex","f"
"2755","5638e8a444e8c8000ee86a35","test","sc","lr",9037,0.81,134,0.19,48,0.13,189,0.87,118,-9.56999999999998,9.86033397946848,"simple vs. complex","j"
"2756","5638e8a444e8c8000ee86a35","test","cs","rl",8812,0.86,52,0.14,116,0.89,66,0.11,28,-0.859999999999999,10.3173592494656,"simple vs. complex","j"
"2757","5638e8a444e8c8000ee86a35","test","sc","ns",8401,0.33,19,0.67,56,0.62,54,0.38,28,-0.329999999999991,4.77782301586088,"simple vs. complex","f"
"2758","5638e8a444e8c8000ee86a35","test","cs","cn",10754,0.87,97,0.13,38,0.84,87,0.16,100,20,0,"simple vs. complex","j"
"2759","60da0e0630d2445281035f33","test","sc","ns",10379,0.36,84,0.64,12,0.54,20,0.46,80,-9.68000000000001,4.65615409349493,"simple vs. complex","f"
"2760","60da0e0630d2445281035f33","test","cs","cn",3447,0.82,98,0.18,11,0.12,143,0.88,85,-20,0,"simple vs. complex","j"
"2761","60da0e0630d2445281035f33","test","cs","ns",3319,0.62,78,0.38,14,0.34,38,0.66,92,-19.96,5.48445876492334,"simple vs. complex","j"
"2762","60da0e0630d2445281035f33","test","cs","ns",9011,0.37,119,0.63,16,0.45,87,0.55,8,10.56,10.4268399771305,"simple vs. complex","f"
"2763","60da0e0630d2445281035f33","test","cs","rl",7045,0.86,52,0.14,116,0.89,66,0.11,28,-0.859999999999999,10.3173592494656,"simple vs. complex","j"
"2764","60da0e0630d2445281035f33","test","sc","ns",7088,0.33,19,0.67,56,0.62,54,0.38,28,-0.329999999999991,4.77782301586088,"simple vs. complex","f"
"2765","60da0e0630d2445281035f33","test","sc","rl",7607,0.18,170,0.82,94,0.12,38,0.88,95,19.52,10.6754389601238,"simple vs. complex","f"
"2766","60da0e0630d2445281035f33","test","cs","rl",6502,0.88,93,0.12,192,0.93,100,0.07,31,9.70999999999999,14.5660479477596,"simple vs. complex","f"
"2767","60da0e0630d2445281035f33","test","cs","ns",7694,0.62,180,0.38,23,0.56,159,0.44,26,19.86,10.1862079082615,"simple vs. complex","f"
"2768","60da0e0630d2445281035f33","test","cs","rl",3190,0.83,59,0.17,138,0.86,101,0.14,42,-20.31,9.20275629814984,"simple vs. complex","j"
"2769","60da0e0630d2445281035f33","test","sc","ns",5023,0.44,18,0.56,151,0.65,141,0.35,33,-10.72,14.5067469201563,"simple vs. complex","j"
"2770","60da0e0630d2445281035f33","test","sc","lr",5144,0.86,95,0.14,9,0.16,159,0.84,92,-19.76,5.27827898042035,"simple vs. complex","f"
"2771","60da0e0630d2445281035f33","test","cs","lr",6946,0.86,95,0.14,9,0.16,159,0.84,92,-19.76,5.27827898042035,"simple vs. complex","f"
"2772","60da0e0630d2445281035f33","test","cs","cn",4393,0.91,52,0.09,18,0.14,62,0.86,47,20,0,"simple vs. complex","f"
"2773","60da0e0630d2445281035f33","test","sc","lr",6777,0.18,10,0.82,49,0.19,52,0.81,27,10.23,5.17578809262635,"simple vs. complex","f"
"2774","60da0e0630d2445281035f33","test","sc","ns",2857,0.44,89,0.56,41,0.54,60,0.46,43,9.94,15.353817060126,"simple vs. complex","j"
"2775","60da0e0630d2445281035f33","test","sc","rl",5558,0.86,52,0.14,116,0.89,66,0.11,28,-0.859999999999999,10.3173592494656,"simple vs. complex","j"
"2776","60da0e0630d2445281035f33","test","sc","rl",5186,0.83,59,0.17,138,0.86,101,0.14,42,-20.31,9.20275629814984,"simple vs. complex","f"
"2777","60da0e0630d2445281035f33","test","sc","ns",9877,0.62,78,0.38,14,0.34,38,0.66,92,-19.96,5.48445876492334,"simple vs. complex","j"
"2778","60da0e0630d2445281035f33","test","sc","lr",7678,0.18,23,0.82,74,0.12,70,0.88,42,19.46,10.4946371533522,"simple vs. complex","f"
"2779","60da0e0630d2445281035f33","test","cs","lr",6652,0.83,108,0.17,25,0.86,106,0.14,166,-20.51,10.3583004643713,"simple vs. complex","j"
"2780","60da0e0630d2445281035f33","test","cs","lr",6745,0.91,52,0.09,18,0.14,62,0.86,47,-0.160000000000004,4.5253743825836,"simple vs. complex","f"
"2781","60da0e0630d2445281035f33","test","sc","rl",4814,0.81,66,0.19,108,0.13,68,0.87,87,-10.55,10.0868727526797,"simple vs. complex","j"
"2782","60da0e0630d2445281035f33","test","cs","ns",3814,0.41,19,0.59,124,0.37,13,0.63,89,20.07,14.9493696130005,"simple vs. complex","f"
"2783","60da0e0630d2445281035f33","test","sc","rl",2450,0.83,115,0.17,197,0.07,17,0.93,116,19.87,5.54233492452575,"simple vs. complex","f"
"2784","60da0e0630d2445281035f33","test","cs","lr",4542,0.18,23,0.82,74,0.12,70,0.88,42,19.46,10.4946371533522,"simple vs. complex","f"
"2785","60da0e0630d2445281035f33","test","cs","rl",1531,0.87,48,0.13,115,0.17,58,0.83,80,-19.55,14.2684085186354,"simple vs. complex","f"
"2786","60da0e0630d2445281035f33","test","cs","ns",2245,0.36,84,0.64,12,0.54,20,0.46,80,-9.68000000000001,4.65615409349493,"simple vs. complex","f"
"2787","60da0e0630d2445281035f33","test","cs","lr",3342,0.82,98,0.18,11,0.12,143,0.88,85,-9.61999999999999,14.576539420644,"simple vs. complex","j"
"2788","60da0e0630d2445281035f33","test","cs","ns",7880,0.44,89,0.56,41,0.54,60,0.46,43,9.94,15.353817060126,"simple vs. complex","j"
"2789","60da0e0630d2445281035f33","test","cs","ns",5538,0.44,18,0.56,151,0.65,141,0.35,33,-10.72,14.5067469201563,"simple vs. complex","f"
"2790","60da0e0630d2445281035f33","test","cs","lr",5690,0.81,49,0.19,9,0.17,44,0.83,29,9.85,10.0575442054485,"simple vs. complex","f"
"2791","60da0e0630d2445281035f33","test","sc","rl",5392,0.87,48,0.13,115,0.17,58,0.83,80,-19.55,14.2684085186354,"simple vs. complex","f"
"2792","60da0e0630d2445281035f33","test","cs","rl",3385,0.18,167,0.82,99,0.19,59,0.81,111,10.12,5.72509983295567,"simple vs. complex","j"
"2793","60da0e0630d2445281035f33","test","cs","rl",4259,0.91,97,0.09,134,0.14,87,0.86,103,-0.430000000000007,5.03693263240091,"simple vs. complex","j"
"2794","60da0e0630d2445281035f33","test","cs","ns",1689,0.42,158,0.58,22,0.68,40,0.32,162,0.0799999999999983,10.2138664814465,"simple vs. complex","j"
"2795","60da0e0630d2445281035f33","test","cs","rl",3742,0.81,66,0.19,108,0.13,68,0.87,87,-10.55,10.0868727526797,"simple vs. complex","f"
"2796","60da0e0630d2445281035f33","test","sc","cn",2944,0.87,97,0.13,38,0.84,87,0.16,100,20,0,"simple vs. complex","j"
"2797","60da0e0630d2445281035f33","test","sc","cn",5112,0.82,98,0.18,11,0.12,143,0.88,85,-20,0,"simple vs. complex","j"
"2798","60da0e0630d2445281035f33","test","sc","lr",1687,0.81,49,0.19,9,0.17,44,0.83,29,9.85,10.0575442054485,"simple vs. complex","j"
"2799","60da0e0630d2445281035f33","test","sc","rl",1058,0.12,163,0.88,58,0.17,7,0.83,59,20.44,14.5880557296384,"simple vs. complex","f"
"2800","60da0e0630d2445281035f33","test","sc","rl",5246,0.18,167,0.82,99,0.19,59,0.81,111,10.12,5.72509983295567,"simple vs. complex","j"
"2801","60da0e0630d2445281035f33","test","sc","ns",2201,0.42,158,0.58,22,0.68,40,0.32,162,0.0799999999999983,10.2138664814465,"simple vs. complex","f"
"2802","60da0e0630d2445281035f33","test","sc","lr",3164,0.12,2,0.88,77,0.17,69,0.83,43,20.58,14.6056624289915,"simple vs. complex","f"
"2803","60da0e0630d2445281035f33","test","cs","ns",1208,0.6,65,0.4,13,0.57,78,0.43,47,-20.47,10.1273450197817,"simple vs. complex","f"
"2804","60da0e0630d2445281035f33","test","cs","lr",1734,0.18,10,0.82,49,0.19,52,0.81,27,10.23,5.17578809262635,"simple vs. complex","j"
"2805","60da0e0630d2445281035f33","test","cs","ns",3372,0.53,189,0.47,20,0.39,22,0.61,165,0.340000000000003,14.599522025011,"simple vs. complex","j"
"2806","60da0e0630d2445281035f33","test","cs","lr",2204,0.83,60,0.17,9,0.96,58,0.04,130,-9.55,5.0482118519817,"simple vs. complex","f"
"2807","60da0e0630d2445281035f33","test","sc","lr",1966,0.83,108,0.17,25,0.86,106,0.14,166,-20.51,10.3583004643713,"simple vs. complex","f"
"2808","60da0e0630d2445281035f33","test","sc","ns",3469,0.37,119,0.63,16,0.45,87,0.55,8,10.56,10.4268399771305,"simple vs. complex","j"
"2809","60da0e0630d2445281035f33","test","sc","lr",1441,0.83,60,0.17,9,0.96,58,0.04,130,-9.55,5.0482118519817,"simple vs. complex","j"
"2810","60da0e0630d2445281035f33","test","sc","rl",2331,0.81,108,0.19,193,0.17,63,0.83,125,9.69,10.0563433540549,"simple vs. complex","f"
"2811","60da0e0630d2445281035f33","test","sc","lr",3085,0.87,107,0.13,3,0.17,157,0.83,104,-19.53,15.067018810012,"simple vs. complex","f"
"2812","60da0e0630d2445281035f33","test","sc","ns",4028,0.45,182,0.55,39,0.4,188,0.6,63,-9.64999999999999,9.90435818354387,"simple vs. complex","j"
"2813","60da0e0630d2445281035f33","test","cs","lr",2834,0.81,134,0.19,48,0.13,189,0.87,118,-9.56999999999998,9.86033397946848,"simple vs. complex","j"
"2814","60da0e0630d2445281035f33","test","sc","rl",1531,0.91,97,0.09,134,0.14,87,0.86,103,-0.430000000000007,5.03693263240091,"simple vs. complex","f"
"2815","60da0e0630d2445281035f33","test","sc","lr",1300,0.88,87,0.12,11,0.93,65,0.07,104,10.15,14.7463431087983,"simple vs. complex","j"
"2816","60da0e0630d2445281035f33","test","cs","rl",2356,0.18,170,0.82,94,0.12,38,0.88,95,19.52,10.6754389601238,"simple vs. complex","f"
"2817","60da0e0630d2445281035f33","test","cs","cn",2212,0.86,79,0.14,27,0.89,69,0.11,96,-20,0,"simple vs. complex","j"
"2818","60da0e0630d2445281035f33","test","sc","lr",4778,0.86,79,0.14,27,0.89,69,0.11,96,-0.25,9.59530219834588,"simple vs. complex","j"
"2819","60da0e0630d2445281035f33","test","sc","ns",1726,0.62,47,0.38,155,0.44,121,0.56,26,20.24,5.26497609512484,"simple vs. complex","f"
"2820","60da0e0630d2445281035f33","test","sc","lr",1493,0.87,97,0.13,38,0.84,87,0.16,100,0.25,15.0760239077902,"simple vs. complex","j"
"2821","60da0e0630d2445281035f33","test","cs","rl",4322,0.83,130,0.17,187,0.96,153,0.04,70,-9.99000000000001,5.14645767485166,"simple vs. complex","j"
"2822","60da0e0630d2445281035f33","test","sc","rl",1402,0.88,93,0.12,192,0.93,100,0.07,31,9.70999999999999,14.5660479477596,"simple vs. complex","f"
"2823","60da0e0630d2445281035f33","test","cs","ns",1689,0.45,182,0.55,39,0.4,188,0.6,63,-9.64999999999999,9.90435818354387,"simple vs. complex","j"
"2824","60da0e0630d2445281035f33","test","sc","ns",1359,0.62,180,0.38,23,0.56,159,0.44,26,19.86,10.1862079082615,"simple vs. complex","f"
"2825","60da0e0630d2445281035f33","test","sc","cn",1690,0.91,52,0.09,18,0.14,62,0.86,47,20,0,"simple vs. complex","f"
"2826","60da0e0630d2445281035f33","test","cs","rl",1101,0.87,75,0.13,149,0.84,89,0.16,61,0.100000000000009,14.6214845900833,"simple vs. complex","f"
"2827","60da0e0630d2445281035f33","test","sc","ns",2130,0.3,43,0.7,75,0.63,63,0.37,43,9.80000000000001,5.00815606020004,"simple vs. complex","j"
"2828","60da0e0630d2445281035f33","test","cs","lr",5334,0.12,2,0.88,77,0.17,69,0.83,43,20.58,14.6056624289915,"simple vs. complex","f"
"2829","60da0e0630d2445281035f33","test","cs","lr",1781,0.86,79,0.14,27,0.89,69,0.11,96,-0.25,9.59530219834588,"simple vs. complex","j"
"2830","60da0e0630d2445281035f33","test","cs","rl",2552,0.86,72,0.14,199,0.16,19,0.84,128,-20.78,4.10729293514466,"simple vs. complex","j"
"2831","60da0e0630d2445281035f33","test","cs","rl",2009,0.12,163,0.88,58,0.17,7,0.83,59,20.44,14.5880557296384,"simple vs. complex","f"
"2832","60da0e0630d2445281035f33","test","sc","ns",3672,0.6,65,0.4,13,0.57,78,0.43,47,-20.47,10.1273450197817,"simple vs. complex","j"
"2833","60da0e0630d2445281035f33","test","cs","rl",1906,0.82,89,0.18,195,0.12,46,0.88,127,-9.20000000000002,14.4019857190524,"simple vs. complex","f"
"2834","60da0e0630d2445281035f33","test","sc","lr",3464,0.83,91,0.17,46,0.07,108,0.93,60,19.99,4.6564191846075,"simple vs. complex","f"
"2835","60da0e0630d2445281035f33","test","cs","lr",2893,0.88,87,0.12,11,0.93,65,0.07,104,10.15,14.7463431087983,"simple vs. complex","f"
"2836","60da0e0630d2445281035f33","test","sc","rl",2691,0.86,72,0.14,199,0.16,19,0.84,128,-20.78,4.10729293514466,"simple vs. complex","f"
"2837","60da0e0630d2445281035f33","test","cs","ns",2665,0.33,19,0.67,56,0.62,54,0.38,28,-0.329999999999991,4.77782301586088,"simple vs. complex","f"
"2838","60da0e0630d2445281035f33","test","sc","ns",1452,0.53,189,0.47,20,0.39,22,0.61,165,0.340000000000003,14.599522025011,"simple vs. complex","f"
"2839","60da0e0630d2445281035f33","test","cs","ns",2453,0.62,47,0.38,155,0.44,121,0.56,26,20.24,5.26497609512484,"simple vs. complex","j"
"2840","60da0e0630d2445281035f33","test","sc","ns",5361,0.58,24,0.42,82,0.57,57,0.43,84,-20.25,15.2593481178216,"simple vs. complex","j"
"2841","60da0e0630d2445281035f33","test","sc","lr",2512,0.91,52,0.09,18,0.14,62,0.86,47,-0.160000000000004,4.5253743825836,"simple vs. complex","j"
"2842","60da0e0630d2445281035f33","test","cs","ns",2031,0.58,24,0.42,82,0.57,57,0.43,84,-20.25,15.2593481178216,"simple vs. complex","j"
"2843","60da0e0630d2445281035f33","test","sc","ns",1248,0.41,19,0.59,124,0.37,13,0.63,89,20.07,14.9493696130005,"simple vs. complex","f"
"2844","60da0e0630d2445281035f33","test","sc","lr",3148,0.81,134,0.19,48,0.13,189,0.87,118,-9.56999999999998,9.86033397946848,"simple vs. complex","j"
"2845","60da0e0630d2445281035f33","test","sc","rl",1333,0.82,89,0.18,195,0.12,46,0.88,127,-9.20000000000002,14.4019857190524,"simple vs. complex","f"
"2846","60da0e0630d2445281035f33","test","sc","rl",1788,0.87,75,0.13,149,0.84,89,0.16,61,0.100000000000009,14.6214845900833,"simple vs. complex","f"
"2847","60da0e0630d2445281035f33","test","ss","lr",5475,0.87,107,0.13,3,0.17,157,0.83,104,-19.53,15.067018810012,"simple vs. simple","j"
"2848","60da0e0630d2445281035f33","test","ss","lr",5200,0.83,60,0.17,9,0.96,58,0.04,130,-9.55,5.0482118519817,"simple vs. simple","j"
"2849","60da0e0630d2445281035f33","test","cc","rl",4531,0.83,59,0.17,138,0.86,101,0.14,42,-20.31,9.20275629814984,"complex vs. complex","j"
"2850","60da0e0630d2445281035f33","test","cc","lr",1441,0.12,2,0.88,77,0.17,69,0.83,43,20.58,14.6056624289915,"complex vs. complex","f"
"2851","60da0e0630d2445281035f33","test","ss","ns",3970,0.42,158,0.58,22,0.68,40,0.32,162,0.0799999999999983,10.2138664814465,"simple vs. simple","f"
"2852","60da0e0630d2445281035f33","test","cc","lr",4421,0.83,60,0.17,9,0.96,58,0.04,130,-9.55,5.0482118519817,"complex vs. complex","j"
"2853","60da0e0630d2445281035f33","test","ss","rl",3604,0.18,167,0.82,99,0.19,59,0.81,111,10.12,5.72509983295567,"simple vs. simple","j"
"2854","60da0e0630d2445281035f33","test","cc","cn",5743,0.87,97,0.13,38,0.84,87,0.16,100,20,0,"complex vs. complex","f"
"2855","60da0e0630d2445281035f33","test","ss","rl",3621,0.81,66,0.19,108,0.13,68,0.87,87,-10.55,10.0868727526797,"simple vs. simple","j"
