P_A1,O_A1,P_A2,O_A2,P_B1,O_B1,P_B2,O_B2,EV_A,EV_B,EV_diff,SD_A,SD_B,SD_diff,skew_A,skew_B,skew_diff,skew_level,ev_level,sd_level,simple_EVA,simple_SDA,simple_skewness_A,complex_OA1,complex_PA1,complex_OA2,complex_PA2,complex_OA3,complex_PA3,complex_OA4,complex_PA4,complex_OA5,complex_PA5,complex_OA6,complex_PA6,complex_OA7,complex_PA7,complex_EVA,complex_SDA,complex_skewness_A,simple_EVB,simple_SDB,simple_skewness_B,complex_OB1,complex_PB1,complex_OB2,complex_PB2,complex_OB3,complex_PB3,complex_OB4,complex_PB4,complex_OB5,complex_PB5,complex_OB6,complex_PB6,complex_OB7,complex_PB7,complex_EVB,complex_SDB,complex_skewness_B,simple_EVD,simple_SDD,simple_skewness_D,complex_EVD,complex_SDD,complex_skewness_D,combined
0.81,113,0.19,65,0.17,113,0.83,90,103.88,93.91,9.969999999999999,18.830443436095766,8.639554386656787,10.19088904943898,-1.5804194999971883,1.7570350646144894,-3.3374545646116776,left_vs_right,10,10,180.88,18.83044343609571,-1.5804194999971644,123,0.06,121,0.03,119,0.12,115,0.27,102,0.34,77,0.13,46,0.05,180.33,18.811727725012396,-1.5445442027218506,93.91,8.639554386656787,1.7570350646144894,123,0.06,105,0.1,98,0.07,95,0.14,93,0.19,91,0.2,84,0.24,171.07,9.476555281324538,1.570555887695405,9.97,10.190889049438953,-3.3374545646116776,9.26000000000002,9.335172443687858,-3.115100090417256,"(0.81, 190.0, 0.19, 142.0, 0.17, 190.0, 0.83, 167.0)"
0.82,106,0.18,44,0.2,103,0.8,81,94.84,85.4,9.439999999999998,23.819622163250134,8.799999999999978,15.019622163250157,-1.6658534601451451,1.5000000000000095,-3.1658534601451547,left_vs_right,10,15,94.84,23.819622163250195,-1.665853460145145,118,0.3,104,0.23,94,0.19,83,0.13,68,0.06,48,0.03,25,0.06,94.99,24.499997959183588,-1.4459776328548584,85.4,8.799999999999978,1.5000000000000095,114,0.06,97,0.09,89,0.15,86,0.12,84,0.19,82,0.17,74,0.22,85.42,9.700701005597482,1.3280469265313852,9.439999999999998,15.019622163250194,-3.1658534601451547,9.570000000000007,14.799296953586106,-2.774024559386244,"(0.82, 106.0, 0.18, 44.0, 0.2, 103.0, 0.8, 81.0)"
0.89,125,0.11,85,0.13,121,0.87,98,120.6,100.99000000000001,19.609999999999985,12.515590277729663,7.734978991567915,4.780611286161748,-2.4928908111922823,2.200393823765357,-4.693284634957639,left_vs_right,20,5,120.6,12.515590277729611,-2.492890811192282,131,0.37,126,0.06,122,0.08,118,0.34,108,0.09,90,0.03,66,0.0299999999999999,120.31000000000002,13.264761588509607,-2.292111303947787,100.99000000000001,7.734978991567915,2.200393823765357,136,0.03,114,0.1,107,0.04,103,0.06,101,0.16,99,0.33,93,0.28,100.81000000000002,8.63330180174422,2.193658085402385,19.609999999999985,4.780611286161502,-4.693284634957639,19.5,4.631459786765388,-4.485769389350172,"(0.89, 125.0, 0.11, 85.0, 0.13, 121.0, 0.87, 98.0)"
0.86,85,0.14,42,0.19,71,0.81,57,78.97999999999999,59.660000000000004,19.319999999999986,14.920442352691888,5.492212668861217,9.42822968383067,-2.075005503735219,1.580419499997228,-3.655425003732447,left_vs_right,20,10,155.98,14.920442352691827,-2.075005503735168,93,0.34,84,0.12,79,0.25,72,0.14,61,0.1,39,0.03,12,0.02,156.04000000000002,15.705998853941129,-1.9740497463930635,59.660000000000004,5.492212668861217,1.580419499997228,81,0.05,64,0.16,62,0.24,60,0.14,58,0.02,56,0.18,52,0.21,136.73000000000002,6.472796922505758,1.4379744539246282,19.319999999999993,9.42822968383058,-3.655425003732447,19.31,9.233201931435367,-3.412024200317692,"(0.86, 162.0, 0.14, 119.0, 0.19, 148.0, 0.81, 134.0)"
0.82,132,0.18,67,0.15,122,0.85,96,120.3,99.89999999999999,20.400000000000006,24.972184525988084,9.283856957105732,15.688327568882352,-1.6658534601451358,1.9603921176391987,-3.6262455777843345,left_vs_right,20,15,120.3,24.97218452598811,-1.665853460145136,141,0.36,127,0.31,116,0.08,105,0.11,90,0.05,70,0.02,49,0.07,120.29,25.45124554908856,-1.6015232118978264,99.89999999999999,9.283856957105732,1.9603921176391987,140,0.03,116,0.07,104,0.16,100,0.2,98,0.21,95,0.22,84,0.11,99.68,10.142859557343778,1.7595234173238004,20.40000000000001,15.688327568882404,-3.6262455777843345,20.61,15.30838599174478,-3.361046629221627,"(0.82, 132.0, 0.18, 67.0, 0.15, 122.0, 0.85, 96.0)"
0.46,136,0.54,104,0.52,148,0.48,127,118.72,137.92000000000002,-19.200000000000017,15.94871781680271,10.491596637309122,5.457121179493587,0.16051447078102563,-0.08006407690255236,0.240578547683578,no_skew_vs_no_skew,-20,5,155.72,15.95,0.16,154,0.1,138,0.05,126,0.15,119,0.35,113,0.09,103,0.21,79,0.05,155.6,16.87,0.2,137.92000000000002,10.491596637309122,-0.08006407690255236,154,0.22,145,0.12,142,0.02,139,0.14,136,0.19,131,0.09,122,0.22,175.05,11.14,-0.01,-19.2,5.46,0.240578547683578,-19.45,5.73,0.2,"(0.54, 141.0, 0.46, 173.0, 0.48, 164.0, 0.52, 185.0)"
0.55,57,0.45,11,0.52,68,0.48,42,36.300000000000004,55.519999999999996,-19.21999999999999,22.884711053452254,12.989595836668673,9.89511521678358,-0.20100756305184306,-0.08006407690254246,-0.1209434861493006,no_skew_vs_no_skew,-20,10,36.3,22.88,-0.2,66,0.27,45,0.26,33,0.09,23,0.08,14,0.11,8,0.06,2,0.13,36.61,22.99,-0.1,55.519999999999996,12.989595836668673,-0.08006407690254246,75,0.22,65,0.06,59,0.2,56,0.08,52,0.07,47,0.19,34,0.18,55.37,13.76,-0.06,-19.22,9.9,-0.1209434861493006,-18.76,9.23,-0.05,"(0.45, 11.0, 0.55, 57.0, 0.48, 42.0, 0.52, 68.0)"
0.51,137,0.49,91,0.56,142,0.44,125,114.46000000000001,134.52,-20.060000000000002,22.995399539907964,8.4385780792739,14.556821460634065,-0.04000800240080145,-0.24174688920760776,0.2017388868068063,no_skew_vs_no_skew,-20,15,151.46,23.0,-0.04,150,0.2,135,0.03,123,0.18,114,0.25,104,0.09,93,0.1,75,0.15,151.6,23.83,-0.09,134.52,8.4385780792739,-0.24174688920760776,148,0.19,139,0.14,136,0.13,134,0.17,132,0.15,127,0.04,119,0.18,171.34,9.18,-0.22,-20.06,14.56,0.2017388868068063,-19.74,14.65,0.13,"(0.49, 128.0, 0.51, 174.0, 0.44, 162.0, 0.56, 179.0)"
0.52,103,0.48,65,0.44,109,0.56,82,84.76,93.88,-9.11999999999999,18.984793915131117,13.402447537670238,5.58234637746088,-0.08006407690254447,0.24174688920760892,-0.32181096611015336,no_skew_vs_no_skew,-10,5,121.76,18.98,-0.08,115,0.18,100,0.11,90,0.21,84,0.02,78,0.19,68,0.2,47,0.09,121.93,19.73,-0.08,93.88,13.402447537670238,0.24174688920760892,120,0.13,104,0.16,97,0.18,94,0.05,91,0.12,85,0.21,71,0.15,130.82,14.24,0.2,-9.12,5.58,-0.32181096611015336,-8.89,5.48,-0.28,"(0.48, 102.0, 0.52, 140.0, 0.56, 119.0, 0.44, 146.0)"
0.48,55,0.52,19,0.45,56,0.55,38,36.28,46.1,-9.82,17.98559423538738,8.954886933959582,9.0307073014278,0.08006407690254341,0.20100756305184173,-0.12094348614929831,no_skew_vs_no_skew,-10,10,36.28,17.99,0.08,78,0.06,54,0.23,45,0.08,38,0.17,32,0.13,23,0.18,6,0.15,36.36,18.84,0.15,46.1,8.954886933959582,0.20100756305184173,64,0.15,56,0.02,49,0.16,46,0.18,44,0.12,41,0.29,25,0.08,46.01,9.75,0.13,-9.82,9.03,-0.12094348614929831,-9.65,9.09,0.02,"(0.52, 19.0, 0.48, 55.0, 0.55, 38.0, 0.45, 56.0)"
0.56,129,0.44,82,0.46,126,0.54,111,108.32000000000001,117.9,-9.579999999999998,23.33018645446277,7.475961476626106,15.854224977836662,-0.2417468892076162,0.16051447078103365,-0.40226135998864987,no_skew_vs_no_skew,-10,15,145.32,23.33,-0.24,144,0.18,127,0.09,115,0.21,107,0.19,97,0.1,85,0.08,67,0.15,145.38,24.14,-0.21,117.9,7.475961476626106,0.16051447078103365,129,0.26,121,0.17,119,0.02,117,0.1,115,0.15,112,0.05,107,0.25,154.79,8.15,0.08,-9.58,15.85,-0.40226135998864987,-9.41,15.99,-0.3,"(0.44, 119.0, 0.56, 166.0, 0.54, 148.0, 0.46, 163.0)"
0.52,63,0.48,30,0.54,58,0.46,35,47.16,47.42,-0.2600000000000051,16.486794715771776,11.463140930826947,5.023653784944829,-0.08006407690254287,-0.16051447078102585,0.08045039387848298,no_skew_vs_no_skew,0,5,84.16,16.49,-0.08,78,0.13,63,0.06,52,0.26,46,0.29,39,0.04,31,0.08,17,0.14,84.2,17.21,-0.03,47.42,11.463140930826947,-0.16051447078102585,68,0.14,53,0.32,50,0.03,47,0.11,44,0.2,36,0.02,27,0.18,84.53,12.23,-0.19,-0.26,5.02,0.08045039387848298,-0.33,4.98,0.16,"(0.48, 67.0, 0.52, 100.0, 0.46, 72.0, 0.54, 95.0)"
0.55,93,0.45,56,0.51,83,0.49,68,76.35000000000001,75.65,0.7000000000000028,18.407267586472454,7.49849984996993,10.908767736502524,-0.20100756305184428,-0.04000800240080355,-0.16099956065104074,no_skew_vs_no_skew,0,10,113.35,18.41,-0.2,117,0.06,92,0.24,81,0.19,74,0.21,66,0.16,53,0.02,38,0.12,113.21,19.18,-0.29,75.65,7.49849984996993,-0.04000800240080355,89,0.18,79,0.19,77,0.15,75,0.04,73,0.11,71,0.2,60,0.13,112.61,8.45,-0.13,0.7,10.91,-0.16099956065104074,0.6,10.72,-0.17,"(0.45, 93.0, 0.55, 130.0, 0.49, 105.0, 0.51, 120.0)"
0.56,150,0.44,109,0.49,139,0.51,127,131.96,132.88,-0.9199999999999875,20.351864779425032,5.998799879976295,14.353064899448736,-0.24174688920761428,0.040008002400796494,-0.2817548916084108,no_skew_vs_no_skew,0,15,168.96,20.35,-0.24,159,0.25,146,0.13,138,0.07,132,0.06,125,0.17,115,0.19,96,0.13,168.89,21.02,-0.17,132.88,5.998799879976295,0.040008002400796494,144,0.17,137,0.11,135,0.08,133,0.2,131,0.04,129,0.21,122,0.19,169.46,6.99,0.14,-0.92,14.35,-0.2817548916084108,-0.57,14.03,-0.31,"(0.44, 146.0, 0.56, 187.0, 0.51, 164.0, 0.49, 176.0)"
0.54,142,0.46,106,0.56,126,0.44,100,125.44000000000001,114.56,10.88000000000001,17.94230754390305,12.906060591830549,5.036246952072499,-0.16051447078102746,-0.24174688920761125,0.0812324184265838,no_skew_vs_no_skew,10,5,162.44,17.94,-0.16,151,0.24,140,0.09,133,0.02,127,0.13,121,0.23,112,0.12,96,0.17,162.6,18.73,-0.08,114.56,12.906060591830549,-0.24174688920761125,137,0.16,125,0.08,117,0.27,114,0.18,110,0.07,103,0.11,89,0.13,151.63,13.86,-0.18,10.88,5.04,0.0812324184265838,10.97,4.87,0.1,"(0.46, 143.0, 0.54, 179.0, 0.44, 137.0, 0.56, 163.0)"
0.51,134,0.49,99,0.55,114,0.45,100,116.85,107.7,9.149999999999991,17.496499649929998,6.964912059746225,10.531587590183772,-0.040008002400799124,-0.20100756305185358,0.16099956065105445,no_skew_vs_no_skew,10,10,153.85,17.5,-0.04,141,0.24,130,0.09,122,0.12,117,0.05,112,0.18,104,0.13,90,0.19,153.81,17.93,-0.06,107.7,6.964912059746225,-0.20100756305185358,125,0.09,111,0.22,109,0.25,107,0.03,105,0.23,101,0.13,85,0.05,144.66,7.94,-0.29,9.15,10.53,0.16099956065105445,9.15,9.99,0.23,"(0.49, 136.0, 0.51, 171.0, 0.45, 137.0, 0.55, 151.0)"
0.55,110,0.45,72,0.52,87,0.48,79,92.9,83.16,9.740000000000009,18.904761305025765,3.9967987189749823,14.907962586050783,-0.20100756305184383,-0.0800640769025405,-0.12094348614930334,no_skew_vs_no_skew,10,15,129.9,18.9,-0.2,130,0.09,109,0.21,98,0.23,92,0.07,85,0.12,75,0.2,53,0.08,130.01,19.58,-0.12,83.16,3.9967987189749823,-0.0800640769025405,91,0.16,87,0.09,85,0.2,83,0.21,81,0.1,79,0.02,76,0.22,120.22,4.89,-0.03,9.74,14.91,-0.12094348614930334,9.79,14.69,-0.09,"(0.45, 109.0, 0.55, 147.0, 0.48, 116.0, 0.52, 124.0)"
0.46,76,0.54,45,0.44,51,0.56,31,59.260000000000005,39.800000000000004,19.46,15.4503203850276,9.927738916792672,5.522581468234929,0.16051447078102526,0.2417468892076137,-0.08123241842658843,no_skew_vs_no_skew,20,5,59.26,15.45,0.16,90,0.12,74,0.09,63,0.25,58,0.11,52,0.24,40,0.17,11,0.02,59.09,16.09,0.09,39.800000000000004,9.927738916792672,0.2417468892076137,56,0.21,49,0.03,43,0.11,40,0.2,38,0.08,34,0.14,25,0.23,39.51,10.68,0.2,19.46,5.52,-0.08123241842658843,19.58,5.41,-0.11,"(0.54, 45.0, 0.46, 76.0, 0.56, 31.0, 0.44, 51.0)"
0.53,154,0.47,115,0.49,124,0.51,107,135.67000000000002,115.33,20.340000000000018,19.464868353009702,8.49829982996603,10.966568523043673,-0.12021658495513216,0.040008002400800234,-0.1602245873559324,no_skew_vs_no_skew,20,10,172.67,19.46,-0.12,163,0.05,156,0.24,150,0.15,143,0.06,135,0.08,125,0.1,111,0.32,172.49,19.41,-0.17,115.33,8.49829982996603,0.040008002400800234,134,0.12,122,0.08,117,0.25,115,0.2,113,0.11,109,0.15,95,0.09,152.42,9.48,-0.02,20.34,10.97,-0.1602245873559324,20.07,9.93,-0.15,"(0.47, 152.0, 0.53, 191.0, 0.51, 144.0, 0.49, 161.0)"
0.51,74,0.49,32,0.56,40,0.44,26,53.42,33.84,19.58,20.995799579915982,6.949417241754863,14.04638233816112,-0.04000800240080044,-0.24174688920761736,0.20173888680681692,no_skew_vs_no_skew,20,15,53.42,21.0,-0.04,89,0.14,69,0.17,58,0.26,50,0.05,42,0.09,31,0.24,5,0.05,53.24,21.77,-0.12,33.84,6.949417241754863,-0.24174688920761736,44,0.24,39,0.03,36,0.23,34,0.08,32,0.06,30,0.18,21,0.18,33.83,7.69,-0.29,19.58,14.05,0.20173888680681692,19.41,14.08,0.16,"(0.49, 32.0, 0.51, 74.0, 0.44, 26.0, 0.56, 40.0)"
0.12,107,0.88,76,0.86,102,0.14,85,79.72,99.62,-19.900000000000006,10.073807621748594,5.8987795347850955,4.175028086963499,2.3387383286073202,-2.0750055037352966,4.413743832342616,right_vs_left,-20,5,49.72,10.07380762174859,2.33873832860732,125,0.03,104,0.04,91,0.05,84,0.07,80,0.36,77,0.21,69,0.24,49.87,11.039615029519824,2.2893483002406003,99.62,5.8987795347850955,-2.0750055037352966,107,0.22,103,0.2,101,0.05,99,0.21,97,0.04,95,0.24,74,0.0399999999999999,69.61999999999999,6.789374050676537,-1.9197840769327432,-19.90000000000001,4.17502808696345,4.413743832342616,-19.749999999999993,4.250240978843287,4.2091323771733435,"(0.12, 77.0, 0.88, 46.0, 0.86, 72.0, 0.14, 55.0)"
0.17,181,0.83,137,0.85,168,0.15,150,144.48,165.29999999999998,-20.819999999999993,16.527843174473826,6.42728558568895,10.100557588784877,1.7570350646144983,-1.9603921176388535,3.717427182253352,right_vs_left,-20,10,144.48,16.527843174473794,1.7570350646144988,199,0.05,177,0.03,159,0.11,149,0.23,144,0.06,139,0.19,129,0.33,144.64,17.11754655317169,1.6142608969262493,165.29999999999998,6.42728558568895,-1.9603921176388535,173,0.24,169,0.13,167,0.12,165,0.14,163,0.26,156,0.06,140,0.05,165.37,7.411686717610237,-1.8566673176328337,-20.819999999999993,10.100557588785229,3.717427182253352,-20.72999999999999,9.705859835561451,3.470928214559083,"(0.17, 181.0, 0.83, 137.0, 0.85, 168.0, 0.15, 150.0)"
0.19,141,0.81,63,0.86,104,0.14,61,77.82,97.98,-20.16000000000001,30.599470583655553,14.920442352691826,15.679028230963727,1.5804194999972003,-2.0750055037352473,3.6554250037324474,right_vs_left,-20,15,47.82,30.599470583655528,1.580419499997202,166,0.06,138,0.03,112,0.07,90,0.16,71,0.36,53,0.28,32,0.0399999999999999,48.02,30.884941314498235,1.4238354811832268,97.98,14.920442352691826,-2.0750055037352473,112,0.28,102,0.27,98,0.19,92,0.13,82,0.05,67,0.02,48,0.06,67.8,15.67992346920099,-1.9184045176996016,-20.160000000000004,15.6790282309637,3.6554250037324474,-19.78,15.205017845297244,3.342239998882828,"(0.19, 111.0, 0.81, 33.0, 0.86, 74.0, 0.14, 31.0)"
0.1,88,0.9,51,0.87,66,0.13,49,54.7,63.79,-9.089999999999996,11.100000000000001,5.717158385072036,5.382841614927965,2.666666666666665,-2.2003938237652454,4.867060490431911,right_vs_left,-10,5,24.700000000000003,11.1,2.666666666666669,106,0.03,84,0.02,66,0.07,56,0.3,53,0.33,49,0.05,41,0.2,24.42,12.066631675824036,2.4201584837675623,63.79,5.717158385072036,-2.2003938237652454,71,0.23,68,0.03,66,0.19,64,0.09,62,0.17,60,0.25,38,0.0399999999999999,33.73,6.645080887393321,-2.0525787917925182,-9.089999999999996,5.382841614927918,4.867060490431911,-9.31,5.421550788430715,4.47273727556008,"(0.1, 58.0, 0.9, 21.0, 0.87, 36.0, 0.13, 19.0)"
0.15,156,0.85,95,0.8,119,0.2,92,104.15,113.60000000000001,-9.450000000000003,21.781356707055647,10.799999999999972,10.981356707055674,1.9603921176392256,-1.5000000000000135,3.4603921176392394,right_vs_left,-10,10,104.15,21.781356707055693,1.9603921176392256,177,0.04,152,0.05,134,0.02,118,0.13,108,0.07,99,0.35,86,0.34,104.15,22.17763513091511,1.8100008429540213,113.60000000000001,10.799999999999972,-1.5000000000000135,129,0.18,119,0.16,115,0.22,113,0.12,109,0.2,96,0.09,71,0.0300000000000001,113.69,11.59197567285233,-1.401136262949768,-9.450000000000005,10.981356707055692,3.4603921176392394,-9.540000000000006,10.58565945806278,3.211137105903789,"(0.15, 156.0, 0.85, 95.0, 0.8, 119.0, 0.2, 92.0)"
0.15,104,0.85,47,0.87,67,0.13,53,55.55,65.18,-9.63000000000001,20.35307102134712,4.708248081823945,15.644822939523173,1.9603921176392147,-2.2003938237653693,4.160785941404584,right_vs_left,-10,15,25.549999999999997,20.353071021347123,1.9603921176392136,121,0.06,98,0.02,77,0.07,61,0.18,51,0.29,43,0.28,32,0.0999999999999999,25.62,20.884817451919467,1.876460073456334,65.18,4.708248081823945,-2.2003938237653693,71,0.26,69,0.06,67,0.14,65,0.15,63,0.12,61,0.24,41,0.03,35.16,5.6968763370815765,-2.085050091882058,-9.630000000000004,15.644822939523056,4.160785941404584,-9.539999999999996,15.18794111483789,3.961510165338391,"(0.15, 74.0, 0.85, 17.0, 0.87, 37.0, 0.13, 23.0)"
